text_final,sentiment
gagal upgrade mesti nunggu knp bgd aja hari update upgrade selesai bgd nunggunya dana nyaman,positif
aman aja pake dana tp td pas msk mlh beranda bug alhasil d hps baru eh pas udh download trus login mlh msh beranda ulang ulang jg ttp sampe henti paksa apk nya trus login lg ttp aja pdhl dl gk gin tp skrg mlh bikin g nyaman,negatif
barusan bajak akun dana sempet saldo pindah rekening pesan masuk yg ancam hapus permanen akun situ saldo angkat telfonnya tipu hati hati teman,negatif
ya data gak pake data internet pakai wifi update kemaren update skrang uptade gimana si dana gin gak ngirim nerima uang aja gak aja jaring putus tolong solusi ya,positif
deteksi transaksi cuci uang update kompirmadi pulih dana malem telponin dana untung sebahagian uang udah ambil sore beku kode otp gak muncul muncul ih emang pke aplikasi m bangkin bank langsung makasih dana alam sanggat kecewa,negatif
dana susah masuk jaring bagus internet lancar kluar tulis jaring putus uninstal instal ulang kali kali jawab internet kamu putus nih aplikasi gak,positif
nggak make aplikasi sumpah darurat tarik saldo upgrade premium karna ktp pake akun nggak darurat sumpah sulit,negatif
dana potong saldo sedot alir gak gak aplikasi lagang gak tanggung jwb aju refund transaksi sukses refund guna dana tpi x potong gak nominal besarrr kecewaaa,negatif
aplikasi nya lumayan sih tf ambil cepat sayang ambil dana cicil slalu sedia dah limit nya gak ambil trus dana cicil gak saran tolong baik dana cicil biar aktif trimakasih,negatif
tolong kembali uang sy ya tekan transaksi isi pulsa khusus nomor kontak xl pas selesai transaksi bilang isi pulsa telkomsel nomor xl sy jam tunggu jelas kembali uang tgl tua ya tolong yaaaaaa,negatif
premium hilang ktp pakai nomor kenal adu aja susah ampun udah coba upgrade gagal yg pegang ktp asli verifikasi wajah ktp tim dana emang jual data kayakny,negatif
mengunakan limit saldo dana cicil tagih lunas mohon jelas kalo apk jujur bantu sayang limit saldo dana cicil sedia,positif
bayar yg laku bayar tdk kenal jt pdhl langgan apa pencet link bagi pin orang komplen cust service dana tunggu kabar kalo tdk refund gmn ya sistem aman dana aman simpan uang dana was percaya utk simpan uang dana simpan atas jt,negatif
min gimana akun dana ga kirim akun blank ga rasa ga nyaman aja nih pakai dana keluh tolong min baik makasih,positif
alam lucu aplikasi dana kasih limit dana cicil k kalo fiturnya ngutangi ga sok sok ngasih utang mending hapus aja menu dana cicil wkwkwk,positif
kecewa akun dana bobol kredit cicil rb nama jelek tidk puas tdk rekomended,negatif
top up e money dana kecewa saldo dana udah potong notif hasil pas cek saldo e money nya gak tetep saldo kecewa,negatif
top up indomaret batal top up batal transaksi proses tunggu jam ganti pagi coba batal nya bingung nya gimana top up klo batal gk,positif
apk nya suka ngelek loginin akun aja gk karna ngestuk tahap verifikasi wajah teh kali coba parah gk verifikasi kamera gk buka tolong developer baik cepat,netral
aplikasi gak tf uang sdh masuk dg alas kendala proses transaksi uang kembali saldo dana ribet lapor dg estimasi,negatif
ganggu ya ni dana transaksi gagal mullu alesan sistem pelihara orang transaksi dll kata cepat aman ngawur ni apk bayar qrisnya sring eror ngajuin dana cicil gagal trus alesannya transaksi blablabla transaksi gw juta stiap,negatif
aplikasi bagus tahun aplikasi dana transaksi sempat fitur dana cicil fitur dana cicil muncul orang pakai bulan muncul,positif
kapok q transfer dana k rekening bank saldo udh kurang uang blm nyampe no rekening udh bener jg nama milik rekening klo pake e wallet cpt langsung masuk,netral
fitur dana cicil bantu urgent aktivasi limit sedia fitur dana cicil tolong baik fitur dana cicil limit lock limit dana cicil,negatif
hati yg aplikasi dana aman simpan uang dana jadi saldo potong otomatis saldo hilang heran dana tanggung jadi sperti,negatif
tolong baik sistem dana tarik saldo qris gagal sampe lapor kali kali tetep aja saldo gabisa tarik coba sungguh kecewa aplikasi dana,netral
bayar tagih non taglis baik bulan mohon normal,positif
adu customer service gagal pindah akun yg karnakan no hp hp hilang solusi karna asset aktif akun akun akses buruk,negatif
kmren dana cicil dadak gakbisa pdhl lunasii aplikasi aneh yg bayar ganda dana cicil udah bayar tagih bills persis nominal yg pinjem sedikit pdhl lunas kali ana responnya mohon maaf teruss gak jelas nyesel pakai dana cicil tau bayar nya ganda aplikasi stres,negatif
terimakasih kerja hilang saldo nya verifikasi konfirmasi milik akun dana hilang gitu aja langgan google wps office itu langgan aplikasi nya rampok uang provider kes masyarakat keringat nya yg gasuka konfirmasi apa hilang dana,negatif
tolong bngt ya dana notif transfer suka delay menit temen udah transfer notifikasi menit tolong baik,netral
bayar qris saldo potong dana kirim saldo terima aplikasi tipu dikomplen solusi apk binatang,negatif
fitur ubah akun premium reguler tolong admin dana devloper adakan fitur ubah akun dana premium reguler hapus akun hapus akun pakai no daftar,negatif
moga aplikasi yg amanah pegang tegu prinsip jaga uang nasabah dana indonesia anda nya pinjam nya bagus kalang bawa yg pinjam,positif
kasih bintang kecewa limit dana cicil cicil lunas bayar nya jatuh tempo kecewa banget,positif
kak menu aplikasi dana muncul ya transaksi bulan udah akurasi lumayan mohon bantu menu cicil nya ya trimakasih,positif
aplikasi g beli kuota by u pake dana pas bayar masuk web dah masuk web eh verifikasi nya g banget loading sampe kiamat akses mudah cepat beneran cuman slogan,negatif
gagal upgrade kali kali ga upgrade lupa kalo poto ktp galeri coba ga bisa langsung poto ktp premium gak udah poto ktp,positif
aplikasi dana udah bagus batas limit transaksi nya bayar varian paket data internet nya haru gak bata limit transaksi susah angkat pakai saldo bank,positif
top up dana masuk nya telat hari transaksi udah sukses saldo dana kagak nambah plis baik sblm alih dompet digital lai,negatif
apk anj saldo ku hilang su pas coba refresh aktivitas siapaa tau transaksi gitu notif yah kendala proses coba kali saldo hasil uan jajan yg tabung,negatif
saya pakai premium pemakaiqn juga hari muncul akses fitur dana cicil rat konsumen kecewa,negatif
ko transaksi saldo isi transaksi kirim transfer tuju yg kenal no kontak akun dana sayang ragu pakai fitur dana,negatif
sumpah apk ngk akun dana ngirim trus hubung ana pas hubung ngk respon skli yg akun dana baik kecewa aplikasi duit mas dalem nya loh udah nunggu info tpi kunjung bagus,negatif
kendala login akun nomor hp aktif masuk face verikasi sekrang kode otp nomor ribet close dana,negatif
hai dana kendala dana plus tarik saldo dana plus tp tdk bsa tarik karna muncul gestun wajah kemarin sya tarik saldo dana plus bsa gestun wajah nonaktif dana viz ga bsa nonaktfkan gmn solusi,negatif
aplikasi parahhh kirim uang negri status ter kirim saldo indonesia nol rupiah aplikasi update sangat kecewa,negatif
nomor dana dilogin min jaring bagus stabil mas aja login tolong min mas saldo dalam nya min mas min,negatif
syarat aju umtuk muncul fitur dana cicil akun premium transfer beli bayar aplikasi dana fitur dana cicil muncul aplikasi,positif
aplikasi bagus cuman bagi dana bisnis mohon atur rubah nama dana bisnis ada jaga aman transaksi usaha ulang kali hubung ana tdk selesai seri atur rubah nama dana bisnis nama usaha barcode qris mohon atensi sedia layan,positif
ga bagus bagus ni apk transaksi udah pas pepet nyoba danacicil atur gagal ga efort balik mending pakai seabank ovo jenis,negatif
transaksi kena biaya ga kaya notifikasi pemberitahuan lambat contoh terima uang jam pagi notifikasi jam siang tolong baik,netral
nomor hp udah gak aktif wa jg saldo dana masuk dana gabisa no udah lapor cs sampe email kirim syarat yg foto ktp dll ttp saldo ga tf akun yg aneh udh bulan loh bener gatau gimana ya syarat pake nomor sy beli kartu perdana dana bilang nomor daftar dana anehh aneh astaghfirullah,negatif
aplikasi ewallet yg simple mudah transaksi bayar bayar topup transfer satsetsatset terima kasih dana i lope you pulll,positif
panjang langgan aplikasi pakai pin nggak langsung potong tahu pin nggak ikhlas aplikasi langgan aplikasi langsung potong,negatif
coba lapor akun buka nomor aktif dana ganti hp daftar premium sorry bintang baik kasih bintang,negatif
mantap dana unggul btw gue blum acc dana instantnya hmm sedihh sekalihh nih transaksinyaaa kadang suka malesnya topupnya si acc dana efisien ya baik thebest,positif
aplikasi minggu update fitur nya gitu aja ga ubah yg update pake dana suda transaksi dana miliar fitur segitu aja kopet,negatif
aja bikin e ktp pas pindah dana premium ngk tulis nik udah daftar ktp aja yg bom daftar mohon jelas,netral
akun retas sampe uang nya hilang telpon orang aku cs dana karna akun hubung apk bukalapak aju pinjam pas telpon tipu gak kirim uang kemnapun aneh dana mending deh dana kacau udah uang nya hilang karna,negatif
bikin lapor pulih akun yg beku nunggu sampe hari maju tahun pake aplikasi dana kali kecewa layan cs nya yg kaku inti pulih akun yg beku,negatif
aplikasi pitur untung guna sayang baru nada notip gk nada gk suara,positif
bayar qr transaksi hasil gak masuk tuju suda lapor dana tunggu suda gak jelas sampah aplikasi kasi bintang saldo hilang gak aplikasi,positif
fitur dana instan akun premium versi baru transaksi puluh juta fitur dana instan dana cicil yg tolong baik,netral
tolong fitur fitur mudah akses tingkat luas merchant alfamart alfamidi ramayana matahari resto resto bantu langgan mudah dana,positif
aplikasi bantu menu beli data pulsa listrik riwayat buka tolong solosinya min,positif
pindah akun aja sulit alas aman orang ganti nomor nomor hilang sulit pakai saldo dana gabisa,negatif
saldo potong tp dana tdk masuk rekening chat cs yg bales ai bot parah bener ni aplikasi hati yg laen klo pake transaksi chat ig kg sampe skrg blm tindak nya,negatif
dana apk kecewa transaksi hp acc sdah lapor atas sdah kali lapor ana suruh lapor bank terima gak pakek apk dana ta k,negatif
baik bug jaring limit paylater nya naikin trus kalo udah lunas bagus aman nyaman pake nya,positif
jauh alam aplikasi muas tampil simpel mudah paham fiturnya jalan lancar proses cepat kendala moga depan fitur tarik performa tingkat,positif
udah x dapet saldo dr a reward tp gak terima dan dr daily check in total rupiah tanda terima tp saldo dana gak tambah tolong baik,netral
tolong aplikasi dana baik verifikasi wajah gagal mohon bantu pedahal pakai wajah gagal verifikasi wajah saldo login kendala jaring jaring wifi mohon baik aplikasi nya,netral
dana cicil tida transaksi dana saldo dana cicil knapa tida update pers baru premium tida dana cicil nya sungguh tida senang apk,positif
ramai lot sederhana lihat mybca brimo enak tuh kendala developer cari kompeten,negatif
sih isi dana hilang saldo nya udh kali kesal aplikasi emang gak aman masak langsung bayar google sih yg bayar saldo hilang,negatif
langsung inti coba masuk akun dana nomor aktif tau pin nya masuk mohon cepat balas tanggal mei jam isi saldo indomaret ribu rupiah mohon balas cepat duit pakai,positif
upgrade fitur dana gak nyaka dana buruk keluh pindah saldo bisnis dana masuk riwayat transaksi gagal mana uang bantu ana jawabanya aja hubung customerservis bolak uang pakai fitur dana pusing pindah saldo bisnis otomatis pindah dana terima sesuai nomina team layan dana curang buruk,negatif
akun muncul dana instan akun premium transaksi juta bulan aplikasi terupdate versi baru kali dana kecewa,negatif
dana nampil sampe beranda nya minsal menu aktivitas tarik tunai beli pulsa data akses masuk mohon bantu nya min beli pulsa ss aktivitas nya,positif
semenjak update aplikasi dana ga bener taro uang gede kena potong ga yg potong harga skrng beli paket internet gb kartu tri tanggal mei skrng msk paket internetnya kartu tri mohon ditindaklanjuti kasih rating ditindaklanjuti paket internet gb refund,negatif
ada nomor kontak whattsapp komplain aplikasi eror,negatif
kasih bintang karna bug udh premium bug gw udh premium bikin bisnis gk suruh ubgrade dana premium udh ubgrade dana premium cari cari tiktok knp bug udh tin saran aja gk tolong baik udh nunggu bln gk bukak usaha,netral
aplikasi gk langgan aplikasi crunchyroll gk mendownload aplikasi hilang duit rb bayar verifikasi aplikasi sampah kali duit hilang gara gara aplikasi gk,negatif
jelek lot reapon buluk bikin ken ngomong kotor aja login susah pake foto akun yg udah upgrade ganti nomor gak hilang akun bikin susah login aplikasi gak bagus gak aman jelek,negatif
mau dana premium gagal alas ktp hasil edit pdhl asli tambah dokumen kaga ngaruh hubung ana ga bantu gimana nasib dana yg mendem saldo kalo ga dipake transaksi apa,negatif
sa malas pas sa main bubble cros pas sa mo tarik uang tinggal lihat proses de pu proses pas sa lihat notifikasi dana bilang saldo terima sa mo top up koin tiktok pas mo masuk bayar eee bilang isi saldo maksud sa su terima saldo ribu nih barang bilang isi kh tlong dana kh,negatif
dah upgrade suruh upgrade gila coba login ulang pas log in macet loading verifikasi wajah app cacat benerin tuh kalo minus gw kasih lu,negatif
gak log in sibuk maintenance pake gak masuk nomor aktif mohon baik,negatif
akun dana fitur dana instan muncul aman premium nya transaksi bulan tolong muncul fiturnya terimakasih,positif
hapus akun download verifikasi wajah pas ganti hp verifikasi wajah ga alesan nya wajah ga sesuai saldo nya lumayan kudu gimana alamat kantor pusat biar verifikasi langsung,negatif
tolong dana kembali uang beli kuota data bayar hasil salah kouta data masuk bantu cs ana suruh jelasin suruh cek bukti suruh nunggu informasi informasi apa tolong tindak lanjut dana beli kuota dana,negatif
kecewa butuh dana cicil aju sulit muncul rajin transaksi syarat penuh mohon baik,positif
aplikasi dana buruk jaring nya putus proses nya kendala mohon baik nya konsumen kecewa aplikasi dana,netral
